"gene_id","ko_id"
"TRINITY_DN34658_c0_g6_i1.p1","K11827"
"TRINITY_DN52473_c0_g2_i9.p1","K11833"
"TRINITY_DN29996_c0_g2_i2.p1","K11835"
"TRINITY_DN31135_c0_g1_i1.p1","K11836"
"TRINITY_DN58456_c0_g2_i5.p1","K11838"
"TRINITY_DN452728_c0_g1_i1.p1","K11839"
"TRINITY_DN19317_c0_g1_i1.p1","K11841"
"TRINITY_DN84195_c0_g2_i1.p1","K11843"
"TRINITY_DN25753_c1_g1_i5.p1","K11849"
"TRINITY_DN103307_c0_g1_i1.p1","K11855"
"TRINITY_DN91650_c0_g1_i1.p1","K11857"
"TRINITY_DN24423_c0_g1_i2.p1","K11860"
"TRINITY_DN262262_c0_g1_i1.p1","K11863"
"TRINITY_DN27053_c0_g1_i1.p1","K11866"
"TRINITY_DN278319_c0_g1_i1.p1","K11876"
"TRINITY_DN229757_c0_g1_i1.p1","K11883"
"TRINITY_DN162914_c0_g1_i1.p1","K11884"
"TRINITY_DN52276_c0_g1_i1.p1","K11885"
"TRINITY_DN29369_c0_g1_i3.p1","K11886"
"TRINITY_DN419215_c0_g1_i1.p2","K11959"
"TRINITY_DN61756_c0_g1_i1.p1","K11968"
"TRINITY_DN145897_c0_g1_i3.p1","K11971"
"TRINITY_DN206117_c0_g1_i1.p1","K11975"
"TRINITY_DN89167_c0_g2_i1.p1","K11976"
"TRINITY_DN210898_c0_g1_i1.p1","K11982"
"TRINITY_DN529_c0_g2_i2.p1","K11987"
"TRINITY_DN445366_c0_g1_i1.p1","K11991"
"TRINITY_DN168431_c0_g1_i1.p1","K11992"
"TRINITY_DN102797_c0_g2_i1.p1","K11995"
"TRINITY_DN202830_c0_g1_i1.p1","K12035"
"TRINITY_DN122003_c0_g1_i1.p1","K12132"
"TRINITY_DN16002_c0_g2_i1.p3","K12165"
"TRINITY_DN138246_c0_g1_i1.p1","K12166"
"TRINITY_DN36563_c0_g1_i11.p1","K12172"
"TRINITY_DN430404_c0_g1_i1.p1","K12175"
"TRINITY_DN23195_c0_g1_i1.p1","K12176"
"TRINITY_DN446597_c0_g1_i1.p1","K12177"
"TRINITY_DN139519_c0_g1_i1.p1","K12178"
"TRINITY_DN3820_c0_g1_i3.p1","K12181"
"TRINITY_DN34768_c0_g1_i4.p1","K12184"
"TRINITY_DN120845_c0_g1_i1.p1","K12188"
"TRINITY_DN462436_c0_g1_i1.p1","K12189"
"TRINITY_DN147331_c0_g1_i1.p1","K12193"
"TRINITY_DN72728_c0_g1_i1.p1","K12194"
"TRINITY_DN89666_c0_g2_i1.p1","K12195"
"TRINITY_DN15852_c0_g1_i1.p1","K12196"
"TRINITY_DN55477_c0_g2_i1.p1","K12198"
"TRINITY_DN33845_c0_g1_i1.p1","K12199"
"TRINITY_DN43889_c0_g2_i1.p1","K12236"
"TRINITY_DN342707_c0_g1_i1.p1","K12251"
"TRINITY_DN124044_c0_g1_i1.p1","K12255"
"TRINITY_DN19514_c0_g1_i1.p1","K12272"
"TRINITY_DN201280_c0_g1_i1.p1","K12275"
"TRINITY_DN127908_c0_g1_i1.p1","K12301"
"TRINITY_DN71077_c0_g1_i3.p1","K12304"
"TRINITY_DN84267_c0_g1_i2.p1","K12306"
"TRINITY_DN322646_c0_g1_i1.p1","K12307"
"TRINITY_DN97553_c0_g1_i1.p1","K12308"
"TRINITY_DN103195_c0_g1_i3.p1","K12309"
"TRINITY_DN45834_c0_g1_i1.p1","K12310"
"TRINITY_DN7404_c0_g1_i12.p1","K12314"
"TRINITY_DN51589_c0_g1_i2.p1","K12319"
"TRINITY_DN203620_c0_g1_i1.p1","K12343"
"TRINITY_DN210482_c0_g1_i2.p1","K12348"
"TRINITY_DN98528_c0_g1_i1.p1","K12349"
"TRINITY_DN335819_c0_g1_i1.p1","K12373"
"TRINITY_DN45813_c1_g2_i1.p1","K12375"
"TRINITY_DN67202_c0_g1_i1.p1","K12376"
"TRINITY_DN143136_c0_g1_i1.p1","K12381"
"TRINITY_DN446662_c0_g1_i1.p1","K12384"
"TRINITY_DN19982_c0_g1_i1.p1","K12385"
"TRINITY_DN69782_c0_g1_i1.p1","K12386"
"TRINITY_DN87775_c0_g2_i2.p1","K12391"
"TRINITY_DN31131_c6_g1_i1.p1","K12392"
"TRINITY_DN48249_c0_g1_i2.p1","K12393"
"TRINITY_DN2943_c0_g3_i1.p1","K12394"
"TRINITY_DN42206_c0_g1_i1.p1","K12396"
"TRINITY_DN66650_c0_g1_i2.p1","K12397"
"TRINITY_DN451584_c0_g1_i1.p1","K12398"
"TRINITY_DN99001_c0_g1_i1.p1","K12400"
"TRINITY_DN8385_c0_g2_i1.p1","K12402"
"TRINITY_DN218393_c0_g1_i1.p2","K12403"
"TRINITY_DN331320_c0_g1_i1.p1","K12405"
"TRINITY_DN60309_c0_g1_i1.p1","K12410"
"TRINITY_DN336512_c0_g1_i1.p1","K12412"
"TRINITY_DN5113_c0_g1_i1.p1","K12418"
"TRINITY_DN28200_c0_g1_i3.p1","K12421"
"TRINITY_DN4805_c0_g2_i1.p1","K12442"
"TRINITY_DN112902_c0_g1_i1.p1","K12447"
"TRINITY_DN92037_c0_g2_i3.p1","K12448"
"TRINITY_DN1849_c0_g2_i1.p1","K12450"
"TRINITY_DN14394_c0_g2_i1.p1","K12452"
"TRINITY_DN209495_c0_g1_i1.p1","K12462"
"TRINITY_DN20001_c0_g1_i2.p1","K12471"
"TRINITY_DN389538_c0_g1_i1.p1","K12472"
"TRINITY_DN154668_c0_g1_i1.p1","K12476"
"TRINITY_DN7360_c0_g1_i3.p1","K12477"
"TRINITY_DN20402_c0_g1_i1.p1","K12479"
"TRINITY_DN46097_c0_g1_i1.p1","K12483"
"TRINITY_DN67898_c0_g2_i1.p1","K12486"
"TRINITY_DN32366_c0_g2_i2.p1","K12492"
"TRINITY_DN74908_c1_g1_i2.p1","K12493"
"TRINITY_DN161747_c0_g1_i1.p1","K12501"
"TRINITY_DN444429_c0_g1_i1.p1","K12524"
"TRINITY_DN390158_c0_g1_i2.p1","K12559"
"TRINITY_DN354613_c0_g1_i1.p1","K12562"
"TRINITY_DN136160_c0_g1_i1.p1","K12567"
"TRINITY_DN120289_c3_g1_i1.p1","K12580"
"TRINITY_DN118150_c0_g2_i4.p1","K12581"
"TRINITY_DN31278_c0_g1_i1.p1","K12585"
"TRINITY_DN148755_c0_g1_i1.p1","K12586"
"TRINITY_DN22308_c0_g3_i1.p1","K12589"
"TRINITY_DN29695_c0_g1_i2.p1","K12590"
"TRINITY_DN33195_c0_g1_i1.p1","K12592"
"TRINITY_DN69570_c0_g2_i1.p1","K12598"
"TRINITY_DN107511_c0_g2_i2.p1","K12599"
"TRINITY_DN61201_c0_g1_i11.p1","K12603"
"TRINITY_DN21022_c2_g1_i3.p1","K12604"
"TRINITY_DN151135_c0_g1_i1.p1","K12605"
"TRINITY_DN30984_c0_g1_i1.p1","K12606"
"TRINITY_DN126586_c0_g3_i5.p1","K12607"
"TRINITY_DN203774_c0_g1_i1.p1","K12613"
"TRINITY_DN99957_c0_g1_i1.p1","K12614"
"TRINITY_DN429185_c0_g1_i1.p1","K12623"
"TRINITY_DN356156_c0_g1_i2.p1","K12624"
"TRINITY_DN464075_c0_g1_i1.p1","K12626"
"TRINITY_DN330982_c0_g1_i2.p1","K12655"
"TRINITY_DN51526_c0_g1_i4.p1","K12661"
"TRINITY_DN229116_c0_g1_i1.p1","K12662"
"TRINITY_DN339346_c0_g1_i2.p1","K12663"
"TRINITY_DN204762_c0_g1_i1.p1","K12666"
"TRINITY_DN42001_c0_g1_i5.p1","K12733"
"TRINITY_DN89280_c0_g2_i1.p1","K12734"
"TRINITY_DN18597_c0_g1_i1.p1","K12735"
"TRINITY_DN4415_c0_g3_i3.p1","K12736"
"TRINITY_DN16416_c0_g1_i1.p1","K12737"
"TRINITY_DN463978_c0_g1_i1.p1","K12739"
"TRINITY_DN19162_c0_g1_i1.p1","K12741"
"TRINITY_DN33815_c0_g1_i6.p1","K12761"
"TRINITY_DN86639_c0_g1_i1.p1","K12795"
"TRINITY_DN48410_c0_g2_i1.p1","K12811"
"TRINITY_DN37010_c0_g1_i4.p1","K12812"
"TRINITY_DN120961_c0_g1_i1.p1","K12813"
"TRINITY_DN50933_c1_g1_i2.p1","K12815"
"TRINITY_DN99043_c1_g1_i1.p1","K12816"
"TRINITY_DN74111_c0_g2_i1.p1","K12817"
"TRINITY_DN81455_c0_g2_i1.p1","K12818"
"TRINITY_DN31550_c0_g1_i2.p1","K12819"
"TRINITY_DN76614_c0_g3_i1.p1","K12820"
"TRINITY_DN8513_c0_g2_i4.p1","K12821"
"TRINITY_DN40020_c0_g1_i1.p1","K12822"
"TRINITY_DN23711_c0_g6_i2.p1","K12823"
"TRINITY_DN139367_c0_g1_i4.p1","K12824"
"TRINITY_DN9772_c1_g1_i1.p1","K12825"
"TRINITY_DN327150_c0_g1_i1.p1","K12826"
"TRINITY_DN5814_c0_g2_i1.p1","K12827"
"TRINITY_DN8578_c0_g2_i2.p1","K12828"
"TRINITY_DN23866_c0_g2_i1.p1","K12829"
"TRINITY_DN16977_c0_g1_i1.p1","K12830"
"TRINITY_DN452388_c0_g1_i1.p1","K12831"
"TRINITY_DN17613_c0_g1_i2.p2","K12832"
"TRINITY_DN1103_c0_g3_i1.p1","K12833"
"TRINITY_DN45177_c1_g2_i9.p1","K12834"
"TRINITY_DN50227_c0_g2_i4.p1","K12835"
"TRINITY_DN264944_c0_g1_i1.p1","K12836"
"TRINITY_DN64305_c1_g1_i2.p1","K12837"
"TRINITY_DN408755_c0_g1_i1.p1","K12840"
"TRINITY_DN31965_c0_g1_i1.p1","K12842"
"TRINITY_DN399780_c0_g1_i1.p1","K12843"
"TRINITY_DN220741_c0_g1_i1.p1","K12844"
"TRINITY_DN261329_c0_g1_i1.p1","K12845"
"TRINITY_DN5333_c1_g1_i1.p1","K12847"
"TRINITY_DN9137_c0_g1_i1.p1","K12848"
"TRINITY_DN8099_c0_g1_i1.p1","K12849"
"TRINITY_DN68257_c0_g3_i1.p1","K12850"
"TRINITY_DN155954_c0_g1_i1.p1","K12852"
"TRINITY_DN6433_c0_g2_i1.p1","K12855"
"TRINITY_DN3554_c0_g1_i1.p1","K12856"
"TRINITY_DN1401_c0_g1_i1.p1","K12857"
"TRINITY_DN263154_c0_g1_i1.p1","K12858"
"TRINITY_DN52878_c0_g1_i1.p1","K12859"
"TRINITY_DN21435_c0_g1_i1.p1","K12860"
"TRINITY_DN28552_c0_g1_i1.p1","K12862"
"TRINITY_DN5818_c0_g1_i1.p1","K12863"
"TRINITY_DN27670_c0_g1_i1.p1","K12864"
"TRINITY_DN95142_c0_g1_i2.p1","K12867"
"TRINITY_DN201703_c0_g1_i1.p1","K12869"
"TRINITY_DN99604_c0_g1_i1.p1","K12871"
"TRINITY_DN264735_c0_g1_i2.p1","K12872"
"TRINITY_DN205222_c0_g1_i1.p1","K12873"
"TRINITY_DN17414_c0_g2_i2.p1","K12874"
"TRINITY_DN7366_c0_g2_i7.p1","K12877"
"TRINITY_DN107702_c0_g1_i1.p1","K12879"
"TRINITY_DN74431_c0_g2_i1.p1","K12882"
"TRINITY_DN103214_c0_g1_i1.p1","K12883"
"TRINITY_DN1741_c2_g1_i1.p1","K12891"
"TRINITY_DN314348_c0_g1_i2.p1","K12892"
"TRINITY_DN294181_c0_g1_i1.p1","K12948"
"TRINITY_DN126710_c0_g1_i1.p2","K13010"
"TRINITY_DN83226_c0_g1_i1.p1","K13020"
"TRINITY_DN202118_c0_g1_i1.p1","K13024"
"TRINITY_DN98165_c0_g2_i1.p1","K13025"
"TRINITY_DN97691_c0_g2_i1.p1","K13026"
"TRINITY_DN25018_c0_g1_i1.p1","K13040"
"TRINITY_DN322544_c0_g1_i1.p1","K13091"
"TRINITY_DN88914_c0_g1_i3.p1","K13093"
"TRINITY_DN36557_c0_g1_i2.p1","K13095"
"TRINITY_DN18205_c1_g1_i1.p1","K13100"
"TRINITY_DN465393_c0_g1_i1.p1","K13102"
"TRINITY_DN30793_c0_g2_i2.p1","K13106"
"TRINITY_DN25476_c0_g3_i1.p1","K13107"
"TRINITY_DN13404_c0_g1_i1.p1","K13108"
"TRINITY_DN97869_c0_g1_i2.p1","K13110"
"TRINITY_DN91068_c0_g1_i1.p1","K13111"
"TRINITY_DN275128_c0_g1_i1.p1","K13115"
"TRINITY_DN43416_c0_g1_i1.p1","K13116"
"TRINITY_DN108042_c2_g1_i1.p1","K13117"
"TRINITY_DN63416_c0_g2_i1.p1","K13118"
"TRINITY_DN48385_c0_g1_i1.p1","K13119"
"TRINITY_DN23279_c0_g1_i1.p1","K13121"
"TRINITY_DN62496_c0_g1_i2.p1","K13123"
"TRINITY_DN455331_c0_g1_i2.p1","K13125"
"TRINITY_DN3356_c1_g2_i10.p1","K13126"
"TRINITY_DN28477_c0_g1_i1.p1","K13130"
"TRINITY_DN107642_c0_g2_i2.p1","K13131"
"TRINITY_DN306628_c0_g1_i1.p1","K13171"
"TRINITY_DN328922_c0_g1_i1.p1","K13177"
"TRINITY_DN268875_c0_g1_i1.p1","K13179"
"TRINITY_DN128202_c0_g2_i1.p1","K13181"
"TRINITY_DN383046_c0_g1_i1.p1","K13184"
"TRINITY_DN50208_c1_g1_i1.p1","K13201"
"TRINITY_DN44190_c0_g1_i2.p1","K13207"
"TRINITY_DN9739_c1_g3_i2.p1","K13208"
"TRINITY_DN120816_c0_g2_i1.p1","K13210"
"TRINITY_DN452824_c0_g1_i1.p1","K13211"
"TRINITY_DN444053_c0_g1_i1.p1","K13238"
"TRINITY_DN262699_c0_g1_i1.p1","K13248"
"TRINITY_DN108430_c1_g1_i1.p1","K13249"
"TRINITY_DN214809_c0_g1_i1.p1","K13251"
"TRINITY_DN272676_c0_g1_i1.p1","K13254"
"TRINITY_DN95459_c0_g1_i7.p1","K13278"
"TRINITY_DN157142_c0_g1_i1.p1","K13280"
"TRINITY_DN148980_c0_g1_i2.p1","K13288"
"TRINITY_DN103540_c0_g2_i1.p1","K13289"
"TRINITY_DN32267_c0_g2_i1.p1","K13293"
"TRINITY_DN279795_c0_g1_i1.p1","K13294"
"TRINITY_DN71207_c0_g1_i1.p1","K13298"
"TRINITY_DN353120_c0_g1_i1.p1","K13299"
"TRINITY_DN340944_c0_g1_i1.p1","K13303"
"TRINITY_DN281932_c0_g1_i1.p1","K13335"
"TRINITY_DN91749_c0_g2_i2.p1","K13341"
"TRINITY_DN268519_c0_g1_i1.p1","K13342"
"TRINITY_DN401744_c0_g1_i2.p1","K13345"
"TRINITY_DN352188_c0_g1_i1.p1","K13346"
"TRINITY_DN83587_c0_g1_i1.p1","K13347"
"TRINITY_DN62795_c0_g4_i3.p1","K13348"
"TRINITY_DN50498_c0_g1_i1.p1","K13354"
"TRINITY_DN33921_c1_g1_i5.p2","K13356"
"TRINITY_DN39281_c0_g1_i1.p1","K13366"
"TRINITY_DN80137_c0_g2_i1.p1","K13379"
"TRINITY_DN325161_c0_g1_i1.p1","K13412"
"TRINITY_DN12252_c0_g2_i1.p1","K13421"
"TRINITY_DN49768_c0_g1_i1.p1","K13431"
"TRINITY_DN28252_c0_g1_i1.p1","K13444"
"TRINITY_DN74182_c0_g1_i1.p1","K13447"
"TRINITY_DN11241_c0_g2_i1.p1","K13449"
"TRINITY_DN119375_c0_g1_i4.p1","K13501"
"TRINITY_DN44686_c0_g2_i1.p1","K13507"
"TRINITY_DN25222_c0_g2_i2.p1","K13509"
"TRINITY_DN83075_c0_g3_i3.p1","K13510"
"TRINITY_DN210725_c0_g1_i1.p1","K13513"
"TRINITY_DN83862_c0_g1_i1.p1","K13519"
"TRINITY_DN4365_c0_g2_i1.p1","K13524"
"TRINITY_DN3225_c0_g1_i4.p1","K13525"
"TRINITY_DN84846_c0_g2_i2.p1","K13537"
"TRINITY_DN212834_c0_g1_i3.p1","K13539"
"TRINITY_DN25429_c0_g1_i1.p1","K13566"
"TRINITY_DN25980_c0_g1_i1.p1","K13575"
"TRINITY_DN15383_c0_g1_i1.p1","K13600"
"TRINITY_DN18897_c0_g1_i2.p1","K13606"
"TRINITY_DN280519_c0_g1_i1.p1","K13667"
"TRINITY_DN63405_c0_g1_i3.p1","K13675"
"TRINITY_DN444162_c0_g1_i1.p1","K13696"
"TRINITY_DN234352_c0_g1_i1.p1","K13706"
"TRINITY_DN45102_c0_g1_i5.p1","K13711"
"TRINITY_DN112172_c0_g1_i1.p1","K13717"
"TRINITY_DN9234_c0_g1_i2.p1","K13719"
"TRINITY_DN75937_c5_g1_i1.p1","K13720"
"TRINITY_DN339801_c0_g1_i1.p1","K13748"
"TRINITY_DN325588_c0_g1_i1.p1","K13749"
"TRINITY_DN18806_c0_g1_i1.p1","K13750"
"TRINITY_DN59436_c0_g1_i2.p1","K13751"
"TRINITY_DN344025_c0_g1_i1.p1","K13752"
"TRINITY_DN23663_c0_g2_i2.p1","K13753"
"TRINITY_DN34628_c0_g2_i2.p1","K13754"
"TRINITY_DN444954_c0_g1_i7.p1","K13755"
"TRINITY_DN216655_c0_g1_i1.p1","K13758"
"TRINITY_DN6931_c0_g1_i2.p1","K13761"
"TRINITY_DN48973_c0_g1_i1.p1","K13766"
"TRINITY_DN279548_c0_g1_i1.p1","K13783"
"TRINITY_DN61735_c0_g1_i10.p1","K13800"
"TRINITY_DN25765_c0_g1_i1.p1","K13806"
"TRINITY_DN12634_c0_g4_i1.p1","K13807"
"TRINITY_DN16229_c0_g1_i1.p1","K13830"
"TRINITY_DN464698_c0_g1_i2.p1","K13886"
"TRINITY_DN53958_c1_g1_i1.p2","K13907"
"TRINITY_DN5657_c0_g2_i1.p1","K13915"
"TRINITY_DN21912_c0_g1_i1.p1","K13954"
"TRINITY_DN52836_c0_g1_i5.p1","K13984"
"TRINITY_DN36221_c0_g1_i1.p1","K13988"
"TRINITY_DN79816_c1_g1_i1.p1","K13989"
"TRINITY_DN32701_c0_g1_i2.p1","K13995"
"TRINITY_DN5369_c0_g1_i2.p1","K13998"
"TRINITY_DN76410_c0_g1_i1.p1","K14004"
"TRINITY_DN28174_c0_g3_i1.p1","K14005"
"TRINITY_DN206407_c0_g1_i1.p1","K14006"
"TRINITY_DN22220_c0_g1_i3.p1","K14007"
"TRINITY_DN108106_c0_g1_i7.p1","K14012"
"TRINITY_DN331775_c0_g1_i1.p1","K14015"
"TRINITY_DN409242_c0_g1_i1.p1","K14016"
"TRINITY_DN41851_c1_g1_i1.p1","K14018"
"TRINITY_DN58595_c0_g1_i3.p2","K14026"
"TRINITY_DN330934_c0_g1_i2.p1","K14066"
"TRINITY_DN48787_c0_g1_i5.p1","K14075"
"TRINITY_DN386919_c0_g1_i1.p1","K14079"
"TRINITY_DN1202_c0_g1_i5.p1","K14141"
"TRINITY_DN56484_c0_g1_i1.p1","K14156"
"TRINITY_DN387132_c0_g1_i1.p1","K14157"
"TRINITY_DN158265_c0_g1_i1.p1","K14163"
"TRINITY_DN275354_c0_g1_i1.p1","K14165"
"TRINITY_DN202881_c0_g1_i1.p1","K14191"
"TRINITY_DN146585_c0_g1_i1.p1","K14207"
"TRINITY_DN65305_c0_g1_i9.p1","K14209"
"TRINITY_DN98968_c0_g1_i1.p1","K14213"
"TRINITY_DN93026_c0_g2_i1.p1","K14258"
"TRINITY_DN383825_c0_g1_i1.p1","K14290"
"TRINITY_DN405294_c0_g1_i1.p1","K14292"
"TRINITY_DN202587_c0_g1_i1.p1","K14293"
"TRINITY_DN30532_c0_g1_i1.p1","K14297"
"TRINITY_DN398263_c0_g1_i1.p1","K14298"
"TRINITY_DN59087_c0_g1_i1.p1","K14299"
"TRINITY_DN70378_c0_g1_i1.p1","K14301"
"TRINITY_DN103542_c0_g2_i1.p1","K14309"
"TRINITY_DN63668_c0_g1_i1.p1","K14312"
"TRINITY_DN45473_c0_g2_i1.p1","K14317"
"TRINITY_DN74592_c0_g1_i1.p1","K14324"
"TRINITY_DN66799_c0_g1_i7.p1","K14327"
"TRINITY_DN120880_c0_g2_i1.p1","K14338"
"TRINITY_DN39846_c0_g1_i1.p1","K14347"
"TRINITY_DN55511_c0_g1_i2.p1","K14365"
"TRINITY_DN105214_c0_g2_i2.p1","K14376"
"TRINITY_DN14599_c0_g2_i1.p1","K14379"
"TRINITY_DN303238_c0_g1_i1.p1","K14395"
"TRINITY_DN2690_c0_g1_i14.p1","K14396"
"TRINITY_DN162256_c0_g1_i1.p1","K14397"
"TRINITY_DN40260_c0_g1_i4.p1","K14398"
"TRINITY_DN121001_c0_g2_i1.p1","K14401"
"TRINITY_DN216397_c0_g1_i1.p1","K14402"
"TRINITY_DN40084_c1_g4_i1.p1","K14403"
"TRINITY_DN57358_c1_g1_i1.p1","K14408"
"TRINITY_DN76581_c0_g1_i2.p1","K14411"
"TRINITY_DN94599_c0_g4_i1.p1","K14413"
"TRINITY_DN382944_c0_g1_i1.p1","K14415"
"TRINITY_DN22305_c0_g1_i1.p1","K14429"
"TRINITY_DN27708_c0_g1_i1.p1","K14430"
"TRINITY_DN30876_c0_g1_i4.p1","K14439"
"TRINITY_DN328972_c0_g1_i1.p1","K14440"
"TRINITY_DN112586_c0_g2_i1.p1","K14442"
"TRINITY_DN456777_c0_g1_i1.p1","K14452"
"TRINITY_DN478452_c0_g1_i1.p1","K14455"
"TRINITY_DN120576_c0_g2_i1.p1","K14457"
"TRINITY_DN51047_c0_g1_i6.p1","K14498"
"TRINITY_DN400572_c0_g1_i1.p1","K14502"
"TRINITY_DN48588_c0_g1_i1.p1","K14512"
"TRINITY_DN10168_c0_g3_i2.p1","K14521"
"TRINITY_DN458575_c0_g1_i1.p1","K14534"
"TRINITY_DN60648_c0_g3_i1.p1","K14536"
"TRINITY_DN88847_c0_g2_i2.p1","K14537"
"TRINITY_DN18177_c0_g2_i1.p1","K14538"
"TRINITY_DN46647_c0_g1_i2.p1","K14539"
"TRINITY_DN98977_c0_g2_i1.p1","K14541"
"TRINITY_DN206112_c0_g1_i1.p1","K14544"
"TRINITY_DN169906_c0_g1_i1.p1","K14549"
"TRINITY_DN16064_c0_g2_i2.p1","K14552"
"TRINITY_DN262543_c0_g1_i1.p1","K14556"
"TRINITY_DN51447_c0_g1_i2.p1","K14557"
"TRINITY_DN332549_c0_g1_i1.p1","K14558"
"TRINITY_DN205097_c0_g1_i1.p1","K14559"
"TRINITY_DN386240_c0_g1_i1.p1","K14560"
"TRINITY_DN26017_c0_g1_i7.p1","K14561"
"TRINITY_DN78531_c0_g2_i1.p1","K14563"
"TRINITY_DN7378_c0_g2_i1.p1","K14564"
"TRINITY_DN11016_c1_g2_i1.p1","K14565"
"TRINITY_DN225415_c0_g1_i1.p1","K14566"
"TRINITY_DN66723_c0_g1_i1.p1","K14568"
"TRINITY_DN79101_c0_g1_i2.p1","K14569"
"TRINITY_DN20461_c0_g1_i1.p1","K14570"
"TRINITY_DN32536_c0_g1_i3.p1","K14571"
"TRINITY_DN142086_c0_g1_i1.p1","K14572"
"TRINITY_DN78287_c0_g1_i1.p1","K14573"
"TRINITY_DN281461_c0_g1_i1.p1","K14574"
"TRINITY_DN925_c0_g1_i18.p1","K14589"
"TRINITY_DN99887_c0_g1_i1.p1","K14610"
"TRINITY_DN19981_c0_g1_i7.p1","K14616"
"TRINITY_DN40019_c0_g1_i1.p1","K14617"
"TRINITY_DN113343_c0_g1_i1.p1","K14621"
"TRINITY_DN2506_c0_g1_i2.p1","K14645"
"TRINITY_DN448882_c0_g1_i1.p1","K14648"
"TRINITY_DN100_c0_g1_i8.p1","K14652"
"TRINITY_DN95166_c0_g1_i9.p1","K14674"
"TRINITY_DN67819_c0_g1_i1.p1","K14676"
"TRINITY_DN56770_c0_g2_i5.p1","K14683"
"TRINITY_DN458736_c0_g1_i1.p1","K14684"
"TRINITY_DN25596_c0_g3_i4.p1","K14685"
"TRINITY_DN383835_c0_g1_i1.p1","K14688"
"TRINITY_DN391343_c0_g1_i1.p1","K14689"
"TRINITY_DN51134_c0_g1_i2.p1","K14691"
"TRINITY_DN103515_c0_g1_i1.p1","K14698"
"TRINITY_DN406781_c0_g1_i1.p1","K14709"
"TRINITY_DN75499_c1_g1_i1.p1","K14724"
"TRINITY_DN389344_c0_g1_i1.p1","K14726"
"TRINITY_DN5279_c0_g1_i4.p1","K14731"
"TRINITY_DN22354_c0_g1_i1.p2","K14753"
"TRINITY_DN120439_c0_g2_i1.p1","K14754"
"TRINITY_DN206166_c0_g1_i1.p1","K14759"
"TRINITY_DN456609_c0_g1_i1.p1","K14765"
"TRINITY_DN1329_c0_g1_i1.p1","K14768"
"TRINITY_DN64849_c0_g1_i2.p1","K14769"
"TRINITY_DN94717_c0_g1_i1.p1","K14771"
"TRINITY_DN140477_c0_g1_i1.p1","K14772"
"TRINITY_DN22414_c0_g1_i1.p1","K14773"
"TRINITY_DN328692_c0_g1_i1.p1","K14774"
"TRINITY_DN6769_c0_g1_i1.p1","K14775"
"TRINITY_DN23318_c0_g1_i1.p1","K14777"
"TRINITY_DN56630_c0_g1_i1.p1","K14778"
"TRINITY_DN84497_c0_g1_i1.p1","K14779"
"TRINITY_DN97863_c0_g1_i4.p1","K14780"
"TRINITY_DN23132_c0_g2_i2.p1","K14782"
"TRINITY_DN387600_c0_g1_i1.p1","K14785"
"TRINITY_DN268659_c0_g1_i1.p1","K14787"
"TRINITY_DN224543_c0_g1_i1.p1","K14788"
"TRINITY_DN470580_c0_g1_i1.p1","K14791"
"TRINITY_DN107847_c0_g1_i4.p1","K14792"
"TRINITY_DN110704_c0_g2_i1.p1","K14793"
"TRINITY_DN2116_c3_g1_i2.p1","K14794"
"TRINITY_DN397131_c0_g1_i1.p1","K14795"
"TRINITY_DN388664_c0_g1_i1.p1","K14797"
"TRINITY_DN77287_c0_g1_i1.p1","K14799"
"TRINITY_DN1938_c0_g3_i1.p1","K14800"
"TRINITY_DN450796_c0_g1_i1.p1","K14801"
"TRINITY_DN112527_c0_g2_i1.p1","K14802"
"TRINITY_DN8390_c1_g2_i1.p1","K14803"
"TRINITY_DN465908_c0_g1_i3.p1","K14805"
"TRINITY_DN63769_c0_g2_i2.p1","K14806"
"TRINITY_DN221188_c0_g1_i1.p1","K14807"
"TRINITY_DN51616_c0_g1_i2.p1","K14808"
"TRINITY_DN93761_c0_g1_i1.p1","K14809"
"TRINITY_DN4781_c0_g1_i1.p1","K14811"
"TRINITY_DN140361_c0_g1_i1.p1","K14816"
"TRINITY_DN10798_c0_g2_i1.p1","K14819"
"TRINITY_DN12029_c1_g1_i1.p1","K14820"
"TRINITY_DN45434_c0_g1_i2.p1","K14821"
"TRINITY_DN13328_c0_g2_i2.p1","K14823"
"TRINITY_DN61919_c0_g8_i1.p1","K14824"
"TRINITY_DN7915_c0_g1_i1.p1","K14826"
"TRINITY_DN208384_c0_g1_i1.p1","K14832"
"TRINITY_DN136998_c0_g1_i3.p1","K14833"
"TRINITY_DN458534_c0_g1_i1.p1","K14835"
"TRINITY_DN19364_c0_g1_i3.p2","K14837"
"TRINITY_DN6768_c0_g2_i1.p1","K14838"
"TRINITY_DN14604_c0_g2_i1.p1","K14840"
"TRINITY_DN3811_c0_g1_i1.p1","K14842"
"TRINITY_DN25156_c0_g1_i1.p1","K14843"
"TRINITY_DN274311_c0_g1_i1.p1","K14844"
"TRINITY_DN58060_c0_g1_i1.p1","K14846"
"TRINITY_DN67827_c0_g1_i1.p1","K14847"
"TRINITY_DN381054_c0_g1_i3.p1","K14848"
"TRINITY_DN295541_c0_g1_i1.p1","K14850"
"TRINITY_DN40098_c0_g1_i1.p1","K14855"
"TRINITY_DN88709_c0_g1_i1.p1","K14856"
"TRINITY_DN134264_c0_g1_i1.p1","K14857"
"TRINITY_DN471851_c0_g1_i2.p1","K14947"
